"","condition","block_no","trial_no","trial_type","rt","closeness","id","emotion_rating","closeness","pos_PNR"
"7618","control","block 2",7,"1",2035,67,"md_as_30",0.455496298497886,0.143532227474927,0.729293572991643
"7625","control","block 2",8,"2",2168,43,"md_as_30",-0.498792745881778,1.34533047723731,0.729293572991643
"7632","control","block 2",9,"1",1351,81,"md_as_30",1.01216490771936,0.744431352356116,0.729293572991643
"7639","control","block 2",10,"2",2766,34,"md_as_30",-0.856651137524152,1.08780228085965,0.729293572991643
"7646","control","block 2",11,"1",3537,46,"md_as_30",-0.37950661533432,0.572745888104348,0.729293572991643
"7653","control","block 2",12,"1",1572,76,"md_as_30",0.81335469014026,-0.071074602839783,0.729293572991643
"7660","control","block 2",13,"1",3761,88,"md_as_30",1.29049921233009,0.315217691726696,0.729293572991643
"7667","control","block 2",14,"2",1557,25,"md_as_30",-1.21450952916653,0.443981789915522,0.729293572991643
"7674","control","block 2",15,"1",2105,64,"md_as_30",0.336210167950428,-0.328602799217435,0.729293572991643
"7681","control","block 2",16,"2",2285,34,"md_as_30",-0.856651137524152,0.229374959600811,0.729293572991643
"7688","control","block 2",17,"1",1918,59,"md_as_30",0.137399950371331,0.873195450544942,0.729293572991643
"7695","control","block 2",18,"1",2028,70,"md_as_30",0.574782429045344,0.272296325663754,0.729293572991643
"7702","control","block 2",19,"2",3983,42,"md_as_30",-0.538554789397598,0.658588620230232,0.729293572991643
"7709","control","block 2",20,"2",2332,21,"md_as_30",-1.3735577032298,1.43117320936319,0.729293572991643
"7716","control","block 2",21,"1",3559,67,"md_as_30",0.455496298497886,0.916116816607885,0.729293572991643
"7723","control","block 2",22,"2",2548,9,"md_as_30",-1.85070222541964,0.830274084482,0.729293572991643
"7730","control","block 2",23,"1",2392,72,"md_as_30",0.654306516076983,1.51701594148907,0.729293572991643
"7737","control","block 2",24,"2",2957,32,"md_as_30",-0.936175224555791,0.100610861411985,0.729293572991643
"7744","control","block 2",25,"2",3072,49,"md_as_30",-0.260220484786862,0.830274084482,0.729293572991643
"7752","treatment","block 1",1,"1",3290,66,"md_as_31",0.415734254982067,-1.05826602228745,-1.47903462933819
"7759","treatment","block 1",2,"2",2300,14,"md_as_31",-1.65189200784054,0.787352718419058,-1.47903462933819
"7766","treatment","block 1",3,"1",3563,62,"md_as_31",0.256686080918789,-0.800737825909798,-1.47903462933819
"7773","treatment","block 1",4,"1",3007,64,"md_as_31",0.336210167950428,-0.285681433154493,-1.47903462933819
"7780","treatment","block 1",5,"1",4410,68,"md_as_31",0.495258342013705,0.315217691726696,-1.47903462933819
"7787","treatment","block 1",6,"1",3967,71,"md_as_31",0.614544472561164,1.08780228085965,-1.47903462933819
"7794","treatment","block 1",7,"1",2955,42,"md_as_31",-0.538554789397598,0.959038182670827,-1.47903462933819
"7801","treatment","block 1",8,"1",3323,70,"md_as_31",0.574782429045344,1.00195954873377,-1.47903462933819
"7808","treatment","block 1",9,"2",3098,46,"md_as_31",-0.37950661533432,1.25948774511142,-1.47903462933819
"7815","treatment","block 1",10,"1",4717,70,"md_as_31",0.574782429045344,0.916116816607885,-1.47903462933819
"7822","treatment","block 1",11,"2",3412,44,"md_as_31",-0.459030702365959,0.830274084482,-1.47903462933819
"7829","treatment","block 1",12,"1",3493,54,"md_as_31",-0.0614102672077654,0.61566725416729,-1.47903462933819
"7836","treatment","block 1",13,"1",3400,58,"md_as_31",0.097637906855512,0.873195450544942,-1.47903462933819
"7843","treatment","block 1",14,"1",3120,53,"md_as_31",-0.101172310723585,0.572745888104348,-1.47903462933819
"7850","treatment","block 1",15,"1",3249,54,"md_as_31",-0.0614102672077654,0.529824522041406,-1.47903462933819
"7857","treatment","block 1",16,"1",3344,60,"md_as_31",0.177161993887151,1.08780228085965,-1.47903462933819
"7864","treatment","block 1",17,"2",4259,49,"md_as_31",-0.260220484786862,1.13072364692259,-1.47903462933819
"7871","treatment","block 1",18,"1",4766,64,"md_as_31",0.336210167950428,0.572745888104348,-1.47903462933819
"7878","treatment","block 1",19,"1",4909,55,"md_as_31",-0.0216482236919461,1.00195954873377,-1.47903462933819
"7885","treatment","block 1",20,"1",2819,62,"md_as_31",0.256686080918789,1.17364501298554,-1.47903462933819
"7892","treatment","block 1",21,"2",3602,42,"md_as_31",-0.538554789397598,1.17364501298554,-1.47903462933819
"7899","treatment","block 1",22,"1",3178,59,"md_as_31",0.137399950371331,0.61566725416729,-1.47903462933819
"7906","treatment","block 1",23,"1",4266,60,"md_as_31",0.177161993887151,0.229374959600811,-1.47903462933819
"7913","treatment","block 1",24,"1",3393,56,"md_as_31",0.0181138198238733,0.40106042385258,-1.47903462933819
"7920","treatment","block 1",25,"1",2253,58,"md_as_31",0.097637906855512,1.04488091479671,-1.47903462933819
"7928","treatment","block 2",1,"2",2160,17,"md_as_31",-1.53260587729308,1.17364501298554,-1.47903462933819
"7935","treatment","block 2",2,"1",2029,60,"md_as_31",0.177161993887151,-0.41444553134332,-1.47903462933819
"7942","treatment","block 2",3,"2",3478,26,"md_as_31",-1.17474748565071,0.701509986293174,-1.47903462933819
"7949","treatment","block 2",4,"2",2885,16,"md_as_31",-1.5723679208089,-0.113995968902725,-1.47903462933819
"7956","treatment","block 2",5,"2",3148,6,"md_as_31",-1.96998835596709,-0.800737825909798,-1.47903462933819
"7963","treatment","block 2",6,"2",1837,0,"md_as_31",-2.20856061706201,-1.6162437811057,-1.47903462933819
"7970","treatment","block 2",7,"2",2824,3,"md_as_31",-2.08927448651455,-2.04545744173512,-1.47903462933819
"7977","treatment","block 2",8,"2",3371,6,"md_as_31",-1.96998835596709,-1.57332241504276,-1.47903462933819
"7984","treatment","block 2",9,"1",3792,63,"md_as_31",0.296448124434609,-1.10118738835039,-1.47903462933819
"7991","treatment","block 2",10,"2",3490,24,"md_as_31",-1.25427157268235,-0.028153236776841,-1.47903462933819
"7998","treatment","block 2",11,"1",3411,66,"md_as_31",0.415734254982067,-1.10118738835039,-1.47903462933819
"8005","treatment","block 2",12,"2",3442,17,"md_as_31",-1.53260587729308,-0.500288263469204,-1.47903462933819
"8012","treatment","block 2",13,"2",3769,26,"md_as_31",-1.17474748565071,-2.00253607567218,-1.47903462933819
"8019","treatment","block 2",14,"2",2360,9,"md_as_31",-1.85070222541964,-2.04545744173512,-1.47903462933819
"8026","treatment","block 2",15,"2",1383,0,"md_as_31",-2.20856061706201,-1.48747968291687,-1.47903462933819
"8033","treatment","block 2",16,"2",2953,9,"md_as_31",-1.85070222541964,-2.04545744173512,-1.47903462933819
"8040","treatment","block 2",17,"1",5373,57,"md_as_31",0.0578758633396926,-1.3157942186651,-1.47903462933819
"8047","treatment","block 2",18,"2",4206,9,"md_as_31",-1.85070222541964,-0.84365919197274,-1.47903462933819
"8054","treatment","block 2",19,"2",2483,31,"md_as_31",-0.975937268071611,-1.95961470960923,-1.47903462933819
"8061","treatment","block 2",20,"2",3375,39,"md_as_31",-0.657840919945056,-0.586130995595088,-1.47903462933819
"8068","treatment","block 2",21,"1",3698,75,"md_as_31",0.773592646624441,-1.01534465622451,-1.47903462933819
"8075","treatment","block 2",22,"2",1901,46,"md_as_31",-0.37950661533432,-0.328602799217435,-1.47903462933819
"8082","treatment","block 2",23,"2",3467,25,"md_as_31",-1.21450952916653,-1.53040104897981,-1.47903462933819
"8089","treatment","block 2",24,"2",3361,21,"md_as_31",-1.3735577032298,-1.87377197748335,-1.47903462933819
"8096","treatment","block 2",25,"2",2580,36,"md_as_31",-0.777127050492514,-1.83085061142041,-1.47903462933819
"8104","control","block 1",1,"1",2465,63,"md_as_31",0.296448124434609,0.358139057789638,-1.47903462933819
"8111","control","block 1",2,"2",2947,56,"md_as_31",0.0181138198238733,0.443981789915522,-1.47903462933819
"8118","control","block 1",3,"1",2260,61,"md_as_31",0.21692403740297,-0.242760067091551,-1.47903462933819
"8125","control","block 1",4,"2",3862,48,"md_as_31",-0.299982528302682,0.529824522041406,-1.47903462933819
"8132","control","block 1",5,"1",2765,61,"md_as_31",0.21692403740297,0.0576894953490432,-1.47903462933819
"8139","control","block 1",6,"2",4375,47,"md_as_31",-0.339744571818501,0.701509986293174,-1.47903462933819
"8146","control","block 1",7,"1",3783,50,"md_as_31",-0.220458441271043,0.100610861411985,-1.47903462933819
"8153","control","block 1",8,"2",4620,53,"md_as_31",-0.101172310723585,0.486903155978464,-1.47903462933819
"8160","control","block 1",9,"1",2701,57,"md_as_31",0.0578758633396926,0.486903155978464,-1.47903462933819
"8167","control","block 1",10,"2",2934,71,"md_as_31",0.614544472561164,0.959038182670827,-1.47903462933819
"8174","control","block 1",11,"1",2866,70,"md_as_31",0.574782429045344,1.30240911117436,-1.47903462933819
"8181","control","block 1",12,"1",2896,65,"md_as_31",0.375972211466247,1.30240911117436,-1.47903462933819
"8188","control","block 1",13,"2",2976,61,"md_as_31",0.21692403740297,1.30240911117436,-1.47903462933819
"8195","control","block 1",14,"2",2851,44,"md_as_31",-0.459030702365959,1.21656637904848,-1.47903462933819
"8202","control","block 1",15,"1",2851,57,"md_as_31",0.0578758633396926,0.830274084482,-1.47903462933819
"8209","control","block 1",16,"2",3651,46,"md_as_31",-0.37950661533432,1.00195954873377,-1.47903462933819
"8216","control","block 1",17,"1",3403,57,"md_as_31",0.0578758633396926,0.787352718419058,-1.47903462933819
"8223","control","block 1",18,"1",3231,54,"md_as_31",-0.0614102672077654,1.00195954873377,-1.47903462933819
"8230","control","block 1",19,"2",4366,40,"md_as_31",-0.618078876429236,1.13072364692259,-1.47903462933819
"8237","control","block 1",20,"2",3109,37,"md_as_31",-0.737365006976694,1.04488091479671,-1.47903462933819
"8244","control","block 1",21,"1",4712,56,"md_as_31",0.0181138198238733,0.315217691726696,-1.47903462933819
"8251","control","block 1",22,"2",3735,38,"md_as_31",-0.697602963460875,0.529824522041406,-1.47903462933819
"8258","control","block 1",23,"1",2300,61,"md_as_31",0.21692403740297,0.701509986293174,-1.47903462933819
"8265","control","block 1",24,"2",1849,43,"md_as_31",-0.498792745881778,0.61566725416729,-1.47903462933819
"8272","control","block 1",25,"2",2754,30,"md_as_31",-1.01569931158743,1.08780228085965,-1.47903462933819
"8280","control","block 2",1,"1",1676,61,"md_as_31",0.21692403740297,0.787352718419058,-1.47903462933819
"8287","control","block 2",2,"2",3350,53,"md_as_31",-0.101172310723585,1.47409457542613,-1.47903462933819
"8294","control","block 2",3,"1",2438,65,"md_as_31",0.375972211466247,1.43117320936319,-1.47903462933819
"8301","control","block 2",4,"2",3555,52,"md_as_31",-0.140934354239404,1.34533047723731,-1.47903462933819
"8308","control","block 2",5,"1",3433,58,"md_as_31",0.097637906855512,1.21656637904848,-1.47903462933819
"8315","control","block 2",6,"2",2229,50,"md_as_31",-0.220458441271043,1.38825184330025,-1.47903462933819
"8322","control","block 2",7,"1",1444,60,"md_as_31",0.177161993887151,1.17364501298554,-1.47903462933819
"8329","control","block 2",8,"2",3018,53,"md_as_31",-0.101172310723585,1.25948774511142,-1.47903462933819
"8336","control","block 2",9,"1",2782,57,"md_as_31",0.0578758633396926,1.21656637904848,-1.47903462933819
"8343","control","block 2",10,"2",5829,51,"md_as_31",-0.180696397755224,1.34533047723731,-1.47903462933819
"8350","control","block 2",11,"1",2865,60,"md_as_31",0.177161993887151,1.00195954873377,-1.47903462933819
"8357","control","block 2",12,"1",2263,58,"md_as_31",0.097637906855512,1.04488091479671,-1.47903462933819
"8364","control","block 2",13,"1",4032,68,"md_as_31",0.495258342013705,1.38825184330025,-1.47903462933819
"8371","control","block 2",14,"2",2171,48,"md_as_31",-0.299982528302682,1.73162277180378,-1.47903462933819
"8378","control","block 2",15,"1",2273,60,"md_as_31",0.177161993887151,1.30240911117436,-1.47903462933819
"8385","control","block 2",16,"2",4711,55,"md_as_31",-0.0216482236919461,1.38825184330025,-1.47903462933819
"8392","control","block 2",17,"1",3062,65,"md_as_31",0.375972211466247,1.25948774511142,-1.47903462933819
"8399","control","block 2",18,"1",3051,76,"md_as_31",0.81335469014026,1.21656637904848,-1.47903462933819
"8406","control","block 2",19,"2",5019,51,"md_as_31",-0.180696397755224,1.51701594148907,-1.47903462933819
"8413","control","block 2",20,"2",2873,40,"md_as_31",-0.618078876429236,1.21656637904848,-1.47903462933819
"8420","control","block 2",21,"1",3371,59,"md_as_31",0.137399950371331,0.529824522041406,-1.47903462933819
"8427","control","block 2",22,"2",3720,42,"md_as_31",-0.538554789397598,0.701509986293174,-1.47903462933819
"8434","control","block 2",23,"1",1995,50,"md_as_31",-0.220458441271043,0.959038182670827,-1.47903462933819
"8441","control","block 2",24,"2",3599,50,"md_as_31",-0.220458441271043,1.34533047723731,-1.47903462933819
"8448","control","block 2",25,"2",5216,59,"md_as_31",0.137399950371331,1.17364501298554,-1.47903462933819
"8456","treatment","block 1",1,"1",3242,69,"md_as_32",0.535020385529525,-0.199838701028609,-0.374870528173274
"8463","treatment","block 1",2,"2",4806,41,"md_as_32",-0.578316832913417,1.08780228085965,-0.374870528173274
"8470","treatment","block 1",3,"1",6016,67,"md_as_32",0.455496298497886,-0.113995968902725,-0.374870528173274
"8477","treatment","block 1",4,"1",4117,69,"md_as_32",0.535020385529525,0.0576894953490432,-0.374870528173274
"8484","treatment","block 1",5,"1",4181,85,"md_as_32",1.17121308178263,0.916116816607885,-0.374870528173274
"8491","treatment","block 1",6,"1",3939,85,"md_as_32",1.17121308178263,1.04488091479671,-0.374870528173274
"8498","treatment","block 1",7,"1",4718,84,"md_as_32",1.13145103826682,1.17364501298554,-0.374870528173274
"8505","treatment","block 1",8,"1",3585,91,"md_as_32",1.40978534287755,1.38825184330025,-0.374870528173274
"8512","treatment","block 1",9,"2",2961,86,"md_as_32",1.21097512529845,1.30240911117436,-0.374870528173274
"8519","treatment","block 1",10,"1",4081,86,"md_as_32",1.21097512529845,1.17364501298554,-0.374870528173274
"8526","treatment","block 1",11,"2",2991,61,"md_as_32",0.21692403740297,1.34533047723731,-0.374870528173274
"8533","treatment","block 1",12,"1",4661,80,"md_as_32",0.972402864203538,0.916116816607885,-0.374870528173274
"8540","treatment","block 1",13,"1",3426,68,"md_as_32",0.495258342013705,1.00195954873377,-0.374870528173274
"8547","treatment","block 1",14,"1",2443,76,"md_as_32",0.81335469014026,0.959038182670827,-0.374870528173274
"8554","treatment","block 1",15,"1",4285,72,"md_as_32",0.654306516076983,1.08780228085965,-0.374870528173274
"8561","treatment","block 1",16,"1",2457,83,"md_as_32",1.091688994751,0.873195450544942,-0.374870528173274
"8568","treatment","block 1",17,"2",4823,60,"md_as_32",0.177161993887151,0.916116816607885,-0.374870528173274
"8575","treatment","block 1",18,"1",4383,68,"md_as_32",0.495258342013705,0.40106042385258,-0.374870528173274
"8582","treatment","block 1",19,"1",3000,81,"md_as_32",1.01216490771936,0.873195450544942,-0.374870528173274
"8589","treatment","block 1",20,"1",2670,81,"md_as_32",1.01216490771936,1.04488091479671,-0.374870528173274
"8596","treatment","block 1",21,"2",4150,63,"md_as_32",0.296448124434609,1.08780228085965,-0.374870528173274
"8603","treatment","block 1",22,"1",2957,72,"md_as_32",0.654306516076983,0.572745888104348,-0.374870528173274
"8610","treatment","block 1",23,"1",3281,77,"md_as_32",0.85311673365608,0.959038182670827,-0.374870528173274
"8617","treatment","block 1",24,"1",3150,78,"md_as_32",0.892878777171899,1.08780228085965,-0.374870528173274
"8624","treatment","block 1",25,"1",2703,71,"md_as_32",0.614544472561164,1.00195954873377,-0.374870528173274
"8632","treatment","block 2",1,"2",2673,59,"md_as_32",0.137399950371331,1.21656637904848,-0.374870528173274
"8639","treatment","block 2",2,"1",4716,77,"md_as_32",0.85311673365608,0.0576894953490432,-0.374870528173274
"8646","treatment","block 2",3,"2",1857,60,"md_as_32",0.177161993887151,1.13072364692259,-0.374870528173274
"8653","treatment","block 2",4,"2",2960,61,"md_as_32",0.21692403740297,0.358139057789638,-0.374870528173274
"8660","treatment","block 2",5,"2",3883,60,"md_as_32",0.177161993887151,0.916116816607885,-0.374870528173274
"8667","treatment","block 2",6,"2",3083,71,"md_as_32",0.614544472561164,0.873195450544942,-0.374870528173274
"8674","treatment","block 2",7,"2",4428,55,"md_as_32",-0.0216482236919461,0.40106042385258,-0.374870528173274
"8681","treatment","block 2",8,"2",2871,65,"md_as_32",0.375972211466247,0.186453593537869,-0.374870528173274
"8688","treatment","block 2",9,"1",1830,66,"md_as_32",0.415734254982067,0.61566725416729,-0.374870528173274
"8695","treatment","block 2",10,"2",2819,61,"md_as_32",0.21692403740297,0.143532227474927,-0.374870528173274
